property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,neighbourhood_cleansed,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,zc_lat,zc_lon,rental,num_amenities,air conditioning,cat(s),dog(s),dryer,heating,internet,kitchen,microwave,outdoor parking,private bathroom,self check-in,tv,washer,wifi
12,0,6,2,3,3,4,1,190,1,0,30,97.0,37.74873,-122.41545,3395.0,35,0,0,0,0,1,0,1,1,0,0,0,1,0,1
6,0,6,1,3,4,4,12,100,4,0,11,98.0,37.74873,-122.41545,3395.0,39,1,0,0,1,1,0,1,1,0,0,1,0,1,1
8,0,5,1,3,3,4,1,150,5,50,33,100.0,37.74873,-122.41545,3395.0,42,0,0,0,1,1,0,1,1,0,0,1,1,1,1
6,0,6,1,3,3,4,1,150,1,0,8,100.0,37.74873,-122.41545,3395.0,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
8,0,6,2,3,3,4,12,179,1,0,26,97.0,37.74873,-122.41545,3395.0,42,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,1,160,1,0,6,100.0,37.74873,-122.41545,3395.0,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,12,160,4,20,19,97.0,37.74873,-122.41545,3395.0,32,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,1,200,4,45,2,90.0,37.74873,-122.41545,3395.0,20,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,5,1,3,4,4,12,100,1,0,11,100.0,37.74873,-122.41545,3395.0,20,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,4,2,3,3,4,1,125,4,0,2,100.0,37.74873,-122.41545,3395.0,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,4,1,3,3,4,12,120,3,50,4,100.0,37.74873,-122.41545,3395.0,31,0,0,0,1,1,0,1,1,0,0,0,0,1,1
1,0,5,1,3,3,4,12,95,5,0,3,100.0,37.74873,-122.41545,3395.0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,6,2,3,3,4,12,250,1,0,9,100.0,37.74873,-122.41545,3395.0,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,2,8,2,3,3,4,1,120,2,40,2,100.0,37.74873,-122.41545,3395.0,26,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,0,8,2,4,5,4,0,150,4,20,6,87.0,37.74873,-122.41545,4050.0,42,0,1,0,1,1,1,1,1,0,0,1,1,1,1
12,0,8,2,4,6,4,1,200,8,25,18,99.0,37.74873,-122.41545,4050.0,27,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,10,2,4,6,4,1,250,10,40,24,99.0,37.74873,-122.41545,4050.0,46,0,1,0,1,1,1,1,1,0,0,1,1,1,1
1,0,7,2,4,5,4,1,0,1,0,31,95.0,37.74873,-122.41545,4050.0,37,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,8,2,4,7,4,12,200,5,0,22,91.0,37.74873,-122.41545,4050.0,11,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,2,6,2,4,5,4,12,300,4,100,109,94.0,37.74873,-122.41545,4050.0,34,0,0,0,0,1,1,1,1,0,0,1,1,0,1
1,2,1,1,4,4,4,1,150,1,20,1,100.0,37.74873,-122.41545,4050.0,18,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,10,1,4,6,4,12,250,4,25,103,93.0,37.74873,-122.41545,4050.0,22,0,0,0,1,1,1,1,0,0,0,1,0,1,1
12,0,6,2,4,4,4,12,150,6,0,23,96.0,37.74873,-122.41545,4050.0,32,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,7,2,4,4,4,1,150,1,0,8,100.0,37.74873,-122.41545,4050.0,23,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,6,2,4,4,4,1,160,1,0,7,100.0,37.74873,-122.41545,4050.0,19,0,0,0,1,1,1,1,0,0,0,0,0,1,1
1,0,6,1,4,0,4,1,150,6,0,67,98.0,37.74873,-122.41545,4050.0,22,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,9,4,4,6,4,1,100,1,0,14,97.0,37.74873,-122.41545,4050.0,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,8,2,4,4,4,1,300,4,25,86,97.0,37.74873,-122.41545,4050.0,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,10,4,4,4,4,12,275,8,25,68,99.0,37.74873,-122.41545,4050.0,46,1,1,0,1,1,1,1,1,0,0,1,1,1,1
1,0,5,2,4,4,4,12,208,1,0,5,100.0,37.74873,-122.41545,4050.0,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,8,2,4,5,4,12,100,1,0,57,99.0,37.74873,-122.41545,4050.0,30,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,8,2,4,5,4,1,350,7,50,41,100.0,37.74873,-122.41545,4050.0,50,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,7,2,4,4,4,12,595,1,0,6,100.0,37.74873,-122.41545,4050.0,44,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,2,1,1,4,4,4,12,50,1,40,4,100.0,37.74873,-122.41545,4050.0,25,0,1,0,1,1,0,1,0,0,0,0,1,1,1
12,0,8,3,4,4,4,1,380,8,300,8,100.0,37.74873,-122.41545,4050.0,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,7,3,4,5,4,1,225,6,15,16,96.0,37.74873,-122.41545,4050.0,45,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,4,4,4,1,200,6,100,7,100.0,37.74873,-122.41545,4050.0,19,0,0,0,1,1,0,1,0,0,0,0,0,1,1
6,0,8,2,4,6,4,12,100,1,0,6,97.0,37.74873,-122.41545,4050.0,29,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,6,3,4,4,4,1,150,6,25,3,100.0,37.74873,-122.41545,4050.0,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,8,2,4,4,4,12,250,6,100,1,100.0,37.74873,-122.41545,4050.0,20,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,8,3,4,5,4,12,300,1,9,1,100.0,37.74873,-122.41545,4050.0,16,0,0,0,1,1,0,1,0,0,0,0,0,1,1
12,0,7,3,4,4,4,12,200,4,25,11,100.0,37.74873,-122.41545,4050.0,30,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,8,2,4,5,4,1,200,1,0,1,100.0,37.74873,-122.41545,4050.0,25,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,75,2,0,18,99.0,37.792778000000006,-122.42188,2325.0,17,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,2,1,0,1,4,4,100,1,0,1,80.0,37.792778000000006,-122.42188,2325.0,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,13,90,1,0,17,86.0,37.792778000000006,-122.42188,2325.0,15,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,18,50,1,0,21,80.0,37.792778000000006,-122.42188,2325.0,15,0,0,0,0,1,1,1,0,0,0,0,1,0,1
1,0,2,1,0,1,4,4,150,2,50,26,86.0,37.792778000000006,-122.42188,2325.0,16,0,0,0,0,1,1,1,0,0,0,0,0,0,1
1,0,2,1,0,1,4,13,150,1,0,17,100.0,37.792778000000006,-122.42188,2325.0,34,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,21,60,2,0,92,96.0,37.792778000000006,-122.42188,2325.0,20,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,0,2,1,0,1,4,25,120,1,20,53,97.0,37.792778000000006,-122.42188,2325.0,44,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,3,1,0,1,4,4,70,1,0,112,89.0,37.792778000000006,-122.42188,2325.0,33,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,2,1,0,1,4,13,100,1,0,25,100.0,37.792778000000006,-122.42188,2325.0,21,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,60,1,0,4,95.0,37.792778000000006,-122.42188,2325.0,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,88,1,0,12,97.0,37.792778000000006,-122.42188,2325.0,24,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,88,1,0,9,91.0,37.792778000000006,-122.42188,2325.0,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,1,1,0,1,4,13,0,1,0,14,99.0,37.792778000000006,-122.42188,2325.0,22,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,0,2,1,0,1,4,4,95,1,0,2,70.0,37.792778000000006,-122.42188,2325.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,75,1,25,92,95.0,37.792778000000006,-122.42188,2325.0,29,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,2,1,0,1,4,4,100,1,0,9,98.0,37.792778000000006,-122.42188,2325.0,24,0,0,0,0,0,1,1,0,0,0,1,1,0,1
1,0,2,1,0,1,4,18,120,1,20,60,96.0,37.792778000000006,-122.42188,2325.0,33,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,3,93.0,37.792778000000006,-122.42188,2325.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,4,75.0,37.792778000000006,-122.42188,2325.0,14,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,50,1,0,19,80.0,37.792778000000006,-122.42188,2325.0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8,0,3,1,0,1,4,21,60,2,15,90,99.0,37.792778000000006,-122.42188,2325.0,36,0,0,0,0,1,0,1,1,0,0,1,1,0,1
14,2,2,1,0,1,4,13,75,1,0,7,93.0,37.792778000000006,-122.42188,2325.0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14,0,2,1,0,1,4,4,95,1,0,3,93.0,37.792778000000006,-122.42188,2325.0,21,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,80.0,37.792778000000006,-122.42188,2325.0,19,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,2,90.0,37.792778000000006,-122.42188,2325.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,60.0,37.792778000000006,-122.42188,2325.0,24,0,0,0,0,1,1,1,1,0,0,0,1,0,1
1,2,2,1,0,1,4,13,75,1,0,6,100.0,37.792778000000006,-122.42188,2325.0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,2,1,0,1,4,4,95,1,0,2,80.0,37.792778000000006,-122.42188,2325.0,17,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,3,100.0,37.792778000000006,-122.42188,2325.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,80.0,37.792778000000006,-122.42188,2325.0,24,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,13,75,1,0,4,93.0,37.792778000000006,-122.42188,2325.0,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,2,1,0,1,4,4,95,1,0,1,100.0,37.792778000000006,-122.42188,2325.0,25,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,4,100.0,37.792778000000006,-122.42188,2325.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,4,70.0,37.792778000000006,-122.42188,2325.0,27,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,20.0,37.792778000000006,-122.42188,2325.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,100.0,37.792778000000006,-122.42188,2325.0,25,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,60.0,37.792778000000006,-122.42188,2325.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,2,90.0,37.792778000000006,-122.42188,2325.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,80.0,37.792778000000006,-122.42188,2325.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
16,0,2,1,0,1,4,18,200,1,0,1,100.0,37.792778000000006,-122.42188,2325.0,19,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,80.0,37.792778000000006,-122.42188,2325.0,24,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,100.0,37.792778000000006,-122.42188,2325.0,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,3,87.0,37.792778000000006,-122.42188,2325.0,14,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,60.0,37.792778000000006,-122.42188,2325.0,15,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,50,2,100,1,100.0,37.792778000000006,-122.42188,2325.0,29,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,2,1,0,2,4,13,100,2,0,15,100.0,37.792778000000006,-122.42188,2325.0,34,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,2,1,0,1,4,4,125,1,0,1,100.0,37.792778000000006,-122.42188,2325.0,27,0,0,0,1,0,0,1,1,0,0,1,1,1,1
1,0,1,1,0,1,4,21,150,1,0,2,100.0,37.792778000000006,-122.42188,2325.0,15,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,2,1,0,1,4,4,95,1,0,1,80.0,37.792778000000006,-122.42188,2325.0,21,0,0,0,1,1,0,1,1,0,0,0,1,1,1
8,0,2,1,0,1,4,21,70,2,200,1,100.0,37.792778000000006,-122.42188,2325.0,27,0,0,0,1,1,0,0,1,0,0,1,1,1,1
1,0,2,1,0,1,4,4,0,1,0,1,100.0,37.792778000000006,-122.42188,2325.0,30,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,0,9,1,4,4,4,13,150,6,65,88,92.0,37.792778000000006,-122.42188,4600.0,18,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,6,2,4,4,4,13,400,6,0,23,87.0,37.792778000000006,-122.42188,4600.0,32,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,8,2,4,6,4,18,195,8,0,57,97.0,37.792778000000006,-122.42188,4600.0,31,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,8,3,4,5,4,13,150,1,0,117,96.0,37.792778000000006,-122.42188,4600.0,42,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,10,3,4,5,4,13,200,1,0,98,97.0,37.792778000000006,-122.42188,4600.0,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,4,4,21,250,3,35,46,99.0,37.792778000000006,-122.42188,3206.5,32,0,0,0,1,1,1,1,1,0,0,1,1,1,1
17,0,6,2,3,3,4,18,375,1,0,2,90.0,37.792778000000006,-122.42188,3206.5,26,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,3,1,3,3,4,21,120,3,100,3,90.0,37.792778000000006,-122.42188,3206.5,16,0,0,0,0,1,1,1,0,0,0,0,1,0,1
12,0,6,2,3,3,4,21,100,4,0,10,88.0,37.792778000000006,-122.42188,3206.5,38,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,5,1,3,4,4,21,100,1,0,83,97.0,37.792778000000006,-122.42188,3206.5,50,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,0,7,2,3,4,4,21,300,3,30,42,99.0,37.792778000000006,-122.42188,3206.5,35,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,5,2,3,3,4,18,150,1,0,28,98.0,37.792778000000006,-122.42188,3206.5,37,0,0,0,1,0,1,1,1,0,0,1,1,1,1
17,0,6,3,3,3,4,21,200,6,50,71,98.0,37.792778000000006,-122.42188,3206.5,61,1,0,0,1,1,1,1,1,0,0,0,1,1,1
15,1,6,2,3,3,4,4,99,1,0,49,99.0,37.792778000000006,-122.42188,3206.5,50,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,13,470,1,0,6,100.0,37.792778000000006,-122.42188,3206.5,32,0,0,0,1,1,1,1,1,0,0,1,1,1,1
11,1,6,2,3,3,4,4,99,1,0,4,100.0,37.792778000000006,-122.42188,3206.5,48,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,1,3,3,4,4,100,4,7,101,89.0,37.792778000000006,-122.42188,3206.5,28,0,0,0,0,1,0,0,1,0,0,1,1,0,1
1,0,8,2,3,4,4,15,415,4,24,3,100.0,37.792778000000006,-122.42188,3206.5,25,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,8,2,3,4,4,21,250,1,0,2,100.0,37.792778000000006,-122.42188,3206.5,40,1,0,0,1,1,0,1,1,0,0,1,1,1,1
9,0,6,2,3,3,4,4,99,1,0,15,99.0,37.792778000000006,-122.42188,3206.5,50,1,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,5,1,3,3,4,13,125,1,0,8,100.0,37.792778000000006,-122.42188,3206.5,38,0,0,0,1,1,0,1,1,0,0,1,1,1,1
6,0,8,2,3,4,4,18,280,1,0,7,100.0,37.792778000000006,-122.42188,3206.5,33,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,3,3,3,4,18,250,1,0,1,100.0,37.792778000000006,-122.42188,3206.5,27,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,3,1,3,3,4,8,208,6,0,37,89.0,37.770936999999996,-122.44276,3197.5,12,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,6,2,3,4,4,25,185,5,30,205,97.0,37.770936999999996,-122.44276,3197.5,42,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,5,1,3,3,4,8,125,5,0,82,97.0,37.770936999999996,-122.44276,3197.5,18,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,8,125,3,0,111,94.0,37.770936999999996,-122.44276,3197.5,19,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,5,2,3,3,4,25,100,4,0,35,96.0,37.770936999999996,-122.44276,3197.5,49,0,0,1,0,1,1,1,1,0,0,1,0,0,1
17,0,6,2,3,3,3,8,160,1,0,12,100.0,37.770936999999996,-122.44276,3197.5,45,0,1,0,1,1,1,1,0,0,0,1,1,1,1
6,0,5,1,3,3,4,8,250,5,100,1,100.0,37.770936999999996,-122.44276,3197.5,37,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,6,2,3,5,4,8,275,6,300,53,97.0,37.770936999999996,-122.44276,3197.5,33,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,6,2,3,3,4,25,160,6,50,63,99.0,37.770936999999996,-122.44276,3197.5,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,25,150,1,0,38,100.0,37.770936999999996,-122.44276,3197.5,37,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,4,4,25,220,6,0,14,93.0,37.770936999999996,-122.44276,3197.5,8,0,0,0,1,0,0,1,0,0,0,0,1,1,1
1,0,6,2,3,4,4,2,250,1,100,20,98.0,37.770936999999996,-122.44276,3197.5,27,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,4,2,3,3,4,8,150,4,33,32,100.0,37.770936999999996,-122.44276,3197.5,44,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,1,3,3,4,25,200,4,25,48,93.0,37.770936999999996,-122.44276,3197.5,25,1,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,8,200,5,50,144,99.0,37.770936999999996,-122.44276,3197.5,51,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,6,2,3,4,4,25,180,2,0,20,98.0,37.770936999999996,-122.44276,3197.5,35,1,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,8,225,4,50,185,95.0,37.770936999999996,-122.44276,3197.5,22,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,7,2,3,4,4,8,150,1,0,12,100.0,37.770936999999996,-122.44276,3197.5,17,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,8,1,3,4,4,8,200,5,40,60,98.0,37.770936999999996,-122.44276,3197.5,45,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,5,2,3,4,4,8,150,1,0,38,96.0,37.770936999999996,-122.44276,3197.5,45,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,7,1,3,4,4,8,200,5,40,10,98.0,37.770936999999996,-122.44276,3197.5,49,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,4,2,3,2,4,10,225,4,95,77,99.0,37.770936999999996,-122.44276,3197.5,53,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,7,2,3,4,4,8,150,1,0,72,99.0,37.770936999999996,-122.44276,3197.5,61,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,6,2,3,3,4,8,90,6,100,14,100.0,37.770936999999996,-122.44276,3197.5,47,0,0,1,1,1,1,1,1,0,0,1,1,1,1
6,0,4,3,3,3,4,2,210,3,100,72,98.0,37.770936999999996,-122.44276,3197.5,42,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,5,4,25,175,6,50,16,100.0,37.770936999999996,-122.44276,3197.5,39,0,1,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,25,150,1,0,4,100.0,37.770936999999996,-122.44276,3197.5,20,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,4,4,10,250,1,0,10,100.0,37.770936999999996,-122.44276,3197.5,25,0,0,1,1,1,0,1,0,0,0,0,1,1,1
1,0,6,2,3,3,4,8,125,4,25,13,97.0,37.770936999999996,-122.44276,3197.5,22,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,4,1,3,3,4,8,140,3,5,13,100.0,37.770936999999996,-122.44276,3197.5,24,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,6,2,3,4,4,25,200,5,75,2,100.0,37.770936999999996,-122.44276,3197.5,24,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,6,2,3,4,4,8,150,1,0,4,100.0,37.770936999999996,-122.44276,3197.5,22,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,6,1,3,4,4,8,125,6,30,74,98.0,37.770936999999996,-122.44276,3197.5,18,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,7,1,3,5,4,25,250,6,15,38,95.0,37.770936999999996,-122.44276,3197.5,24,0,0,0,0,1,1,1,0,0,0,1,1,0,1
6,0,6,2,3,3,4,25,165,6,0,20,96.0,37.770936999999996,-122.44276,3197.5,25,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,6,2,3,3,4,8,200,6,145,3,100.0,37.770936999999996,-122.44276,3197.5,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,6,1,3,4,4,8,150,4,0,56,99.0,37.770936999999996,-122.44276,3197.5,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,6,2,3,3,4,8,200,6,100,76,99.0,37.770936999999996,-122.44276,3197.5,60,1,0,0,1,1,0,1,0,0,0,1,1,1,1
17,0,6,3,3,3,4,8,150,6,200,24,99.0,37.770936999999996,-122.44276,3197.5,59,0,0,1,1,1,0,1,1,0,0,0,1,1,1
6,0,5,2,3,2,4,25,75,1,0,1,100.0,37.770936999999996,-122.44276,3197.5,12,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,8,300,6,10,3,90.0,37.770936999999996,-122.44276,3197.5,34,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,10,150,1,0,3,100.0,37.770936999999996,-122.44276,3197.5,15,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,7,2,3,4,4,8,200,5,0,2,100.0,37.770936999999996,-122.44276,3197.5,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,8,200,1,0,21,100.0,37.770936999999996,-122.44276,3197.5,57,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,11,1,3,6,4,25,150,4,5,44,99.0,37.770936999999996,-122.44276,3197.5,39,1,0,0,1,1,0,1,1,0,0,1,1,1,1
6,0,5,1,3,4,4,25,140,3,100,19,98.0,37.770936999999996,-122.44276,3197.5,40,1,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,4,4,25,250,5,10,13,100.0,37.770936999999996,-122.44276,3197.5,37,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,6,2,3,5,4,2,150,4,25,7,100.0,37.770936999999996,-122.44276,3197.5,37,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,6,2,3,3,4,8,175,4,50,11,100.0,37.770936999999996,-122.44276,3197.5,29,0,0,0,1,1,0,1,0,0,0,1,0,1,1
12,0,6,1,3,4,4,9,185,1,0,7,97.0,37.770936999999996,-122.44276,3197.5,34,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,5,1,3,5,4,8,300,5,15,1,100.0,37.770936999999996,-122.44276,3197.5,14,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,6,2,3,3,4,8,150,1,0,2,100.0,37.770936999999996,-122.44276,3197.5,21,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,10,2,4,5,4,25,160,4,30,34,91.0,37.770936999999996,-122.44276,4250.0,29,0,0,0,1,1,1,1,0,0,0,1,0,1,1
12,0,8,3,4,5,4,8,200,8,100,13,98.0,37.770936999999996,-122.44276,4250.0,23,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,8,2,4,5,4,8,250,8,100,99,92.0,37.770936999999996,-122.44276,4250.0,32,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,4,2,4,6,4,8,200,4,0,70,93.0,37.770936999999996,-122.44276,4250.0,21,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,6,2,4,5,4,25,175,6,50,127,91.0,37.770936999999996,-122.44276,4250.0,30,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,8,2,4,5,4,8,125,1,0,2,80.0,37.770936999999996,-122.44276,4250.0,14,1,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,7,2,4,4,4,25,150,1,0,82,99.0,37.770936999999996,-122.44276,4250.0,41,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,5,1,4,5,4,8,200,6,100,48,98.0,37.770936999999996,-122.44276,4250.0,41,0,0,0,1,1,1,1,1,0,0,1,0,1,1
1,0,4,1,4,5,4,8,350,3,150,20,93.0,37.770936999999996,-122.44276,4250.0,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,10,2,4,7,4,2,230,6,20,47,96.0,37.770936999999996,-122.44276,4250.0,34,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,8,2,4,5,4,25,140,1,0,21,98.0,37.770936999999996,-122.44276,4250.0,23,0,0,0,1,1,0,1,0,0,0,1,1,1,1
