property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,neighbourhood_cleansed,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,zc_lat,zc_lon,rental,num_amenities,air conditioning,cat(s),dog(s),dryer,heating,internet,kitchen,microwave,outdoor parking,private bathroom,self check-in,tv,washer,wifi
1,0,3,1,1,1,4,25,62,1,0,82,97.0,37.786128999999995,-122.43736000000001,6500.0,31,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1,0,4,1,1,2,4,18,100,2,50,17,99.0,37.786128999999995,-122.43736000000001,6500.0,21,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,2,2,1,1,1,4,25,0,2,0,163,99.0,37.786128999999995,-122.43736000000001,6500.0,36,0,0,0,1,1,1,0,1,0,0,1,1,1,1
1,0,2,1,1,1,4,18,100,2,0,41,98.0,37.786128999999995,-122.43736000000001,6500.0,30,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,2,1,1,1,1,4,25,85,1,25,25,100.0,37.786128999999995,-122.43736000000001,6500.0,11,0,0,0,0,1,1,1,0,0,0,0,0,0,1
8,0,2,1,1,1,4,18,110,1,0,129,93.0,37.786128999999995,-122.43736000000001,6500.0,36,0,0,1,0,1,0,1,1,0,0,1,1,0,1
13,0,3,1,1,2,4,25,100,1,0,59,95.0,37.786128999999995,-122.43736000000001,6500.0,38,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,4,2,1,3,0,25,125,2,25,21,96.0,37.786128999999995,-122.43736000000001,6500.0,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,1,1,4,18,200,2,50,36,98.0,37.786128999999995,-122.43736000000001,6500.0,39,0,0,1,1,1,0,1,0,0,0,0,1,1,1
8,0,2,1,1,1,4,25,75,1,0,128,100.0,37.786128999999995,-122.43736000000001,6500.0,30,0,0,0,0,1,1,0,1,0,0,1,1,0,1
12,0,2,1,1,1,4,18,150,1,0,2,100.0,37.786128999999995,-122.43736000000001,6500.0,30,1,0,0,1,1,1,1,0,0,0,0,1,1,1
1,2,1,1,1,2,4,25,40,1,35,72,98.0,37.786128999999995,-122.43736000000001,6500.0,19,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,2,1,1,1,1,4,25,150,1,100,7,100.0,37.786128999999995,-122.43736000000001,6500.0,21,0,0,0,1,1,1,1,0,0,0,1,0,1,1
12,2,2,1,1,1,4,18,35,1,0,14,100.0,37.786128999999995,-122.43736000000001,6500.0,27,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,4,1,1,2,4,25,100,2,25,108,99.0,37.786128999999995,-122.43736000000001,6500.0,48,0,0,0,0,1,0,1,1,0,0,0,1,0,1
1,2,2,1,1,1,4,25,35,1,0,14,97.0,37.786128999999995,-122.43736000000001,6500.0,26,1,0,0,0,1,0,1,0,0,0,0,1,1,1
1,0,2,1,1,1,4,25,90,2,0,16,100.0,37.786128999999995,-122.43736000000001,6500.0,60,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,1,1,4,25,125,1,0,56,98.0,37.786128999999995,-122.43736000000001,6500.0,28,0,0,0,0,1,1,1,0,0,0,0,1,0,1
8,0,3,1,1,1,4,18,60,2,30,150,99.0,37.786128999999995,-122.43736000000001,6500.0,34,0,0,0,0,1,0,0,1,0,0,1,1,0,1
12,0,3,1,1,2,4,18,80,2,20,102,100.0,37.786128999999995,-122.43736000000001,6500.0,30,0,0,0,0,1,0,0,1,0,0,1,1,0,1
1,0,2,1,1,1,4,25,30,1,0,131,99.0,37.786128999999995,-122.43736000000001,6500.0,14,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,1,1,4,18,75,1,0,5,100.0,37.786128999999995,-122.43736000000001,6500.0,7,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,2,1,1,1,4,18,30,1,0,27,98.0,37.786128999999995,-122.43736000000001,6500.0,21,0,0,0,1,1,0,1,0,0,0,0,0,1,1
1,2,2,1,1,1,1,25,70,2,50,87,99.0,37.786128999999995,-122.43736000000001,6500.0,43,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,2,1,1,1,4,25,180,1,50,2,100.0,37.786128999999995,-122.43736000000001,6500.0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8,0,2,1,1,1,4,25,80,2,75,89,96.0,37.786128999999995,-122.43736000000001,6500.0,29,0,0,1,0,1,0,1,0,0,0,0,1,0,1
6,0,2,1,1,1,4,25,0,1,0,32,100.0,37.786128999999995,-122.43736000000001,6500.0,26,0,0,0,0,1,0,1,1,0,0,0,1,0,1
12,2,2,1,1,1,4,25,125,1,0,1,100.0,37.786128999999995,-122.43736000000001,6500.0,17,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1,2,2,1,1,1,4,25,49,1,0,27,99.0,37.786128999999995,-122.43736000000001,6500.0,36,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,2,1,1,1,1,4,25,120,1,0,7,100.0,37.786128999999995,-122.43736000000001,6500.0,19,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,2,1,1,1,1,4,25,50,1,50,30,95.0,37.786128999999995,-122.43736000000001,6500.0,32,1,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,25,20,1,10,2,100.0,37.786128999999995,-122.43736000000001,6500.0,15,0,0,0,0,1,0,1,0,0,0,0,1,0,1
12,2,1,1,1,1,4,25,25,1,0,4,65.0,37.786128999999995,-122.43736000000001,6500.0,16,0,0,0,0,1,0,1,0,0,0,0,1,0,1
12,2,4,1,1,2,4,25,75,1,0,78,94.0,37.786128999999995,-122.43736000000001,6500.0,26,0,0,0,1,1,0,0,1,0,0,1,0,1,1
2,2,2,1,1,1,4,25,10,2,35,18,97.0,37.786128999999995,-122.43736000000001,6500.0,12,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2,2,2,1,1,1,4,25,10,2,35,12,100.0,37.786128999999995,-122.43736000000001,6500.0,12,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1,0,2,1,1,1,4,25,80,1,0,28,100.0,37.786128999999995,-122.43736000000001,6500.0,25,0,0,0,0,1,0,0,0,0,0,1,1,0,1
1,2,1,1,1,1,4,25,125,1,19,2,100.0,37.786128999999995,-122.43736000000001,6500.0,13,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,2,1,1,1,4,25,100,2,20,4,100.0,37.786128999999995,-122.43736000000001,6500.0,28,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,2,1,1,1,1,4,25,50,1,0,44,99.0,37.786128999999995,-122.43736000000001,6500.0,27,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,4,1,1,2,4,18,150,1,0,4,100.0,37.786128999999995,-122.43736000000001,6500.0,26,0,0,0,0,1,0,1,1,0,0,0,1,0,1
1,2,1,1,1,1,4,18,0,1,0,2,90.0,37.786128999999995,-122.43736000000001,6500.0,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12,2,4,1,1,3,4,25,75,1,0,76,93.0,37.786128999999995,-122.43736000000001,6500.0,22,0,0,0,1,1,0,0,1,0,0,1,0,1,1
6,2,2,1,1,1,4,25,40,1,0,68,99.0,37.786128999999995,-122.43736000000001,6500.0,43,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,2,2,1,1,1,4,18,150,2,40,38,99.0,37.786128999999995,-122.43736000000001,6500.0,35,0,0,0,0,1,0,1,1,0,0,0,1,0,1
12,2,2,1,1,1,4,18,150,2,40,40,97.0,37.786128999999995,-122.43736000000001,6500.0,28,0,0,0,0,1,0,0,1,0,0,1,1,0,1
12,2,2,1,1,1,4,25,25,1,0,51,98.0,37.786128999999995,-122.43736000000001,6500.0,23,0,0,0,0,1,0,0,0,0,0,1,1,0,1
6,2,3,1,1,2,4,25,110,2,25,9,96.0,37.786128999999995,-122.43736000000001,6500.0,32,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,25,75,2,50,47,99.0,37.786128999999995,-122.43736000000001,6500.0,31,0,0,0,0,1,0,0,1,0,0,1,1,0,1
12,2,2,1,1,1,4,18,150,2,40,54,100.0,37.786128999999995,-122.43736000000001,6500.0,35,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1,0,2,1,1,0,4,25,100,1,15,3,93.0,37.786128999999995,-122.43736000000001,6500.0,30,1,0,0,1,1,0,1,0,0,0,1,1,1,1
1,2,2,1,1,1,4,18,60,2,100,21,100.0,37.786128999999995,-122.43736000000001,6500.0,31,0,0,0,0,1,1,0,1,0,0,1,1,0,1
12,2,1,1,1,1,4,25,50,1,50,59,97.0,37.786128999999995,-122.43736000000001,6500.0,39,1,0,0,1,1,0,1,1,0,0,1,1,1,1
6,0,2,1,1,1,4,18,214,1,0,1,100.0,37.786128999999995,-122.43736000000001,6500.0,28,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,3,3,2,1,3,4,25,30,1,36,1,60.0,37.786128999999995,-122.43736000000001,6500.0,27,1,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,2,1,1,1,4,25,55,2,0,1,100.0,37.786128999999995,-122.43736000000001,6500.0,14,1,0,0,0,1,0,1,0,0,0,0,1,0,1
6,0,2,1,1,1,4,18,75,1,0,2,100.0,37.786128999999995,-122.43736000000001,6500.0,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,3,3,2,1,3,4,25,40,1,44,1,80.0,37.786128999999995,-122.43736000000001,6500.0,15,0,0,0,1,1,0,0,0,0,0,0,1,1,1
12,2,1,1,1,1,4,25,55,1,40,8,100.0,37.786128999999995,-122.43736000000001,6500.0,23,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1,0,2,1,1,1,4,25,0,1,0,3,100.0,37.786128999999995,-122.43736000000001,6500.0,34,0,0,0,1,1,0,1,1,0,0,1,1,1,1
2,1,3,1,1,2,4,25,10,3,35,2,100.0,37.786128999999995,-122.43736000000001,6500.0,13,0,0,0,0,0,1,0,0,0,0,0,1,0,1
6,0,4,1,1,2,4,25,275,1,0,1,100.0,37.786128999999995,-122.43736000000001,6500.0,19,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,2,2,1,1,1,4,25,80,1,0,1,100.0,37.786128999999995,-122.43736000000001,6500.0,17,0,0,0,1,0,0,1,0,0,0,0,1,1,1
1,0,2,1,1,1,4,25,80,1,0,7,97.0,37.786128999999995,-122.43736000000001,6500.0,27,0,0,0,0,1,0,1,1,0,0,0,1,0,1
6,3,2,1,1,0,4,25,15,1,25,5,100.0,37.786128999999995,-122.43736000000001,6500.0,11,0,0,0,1,0,0,0,0,0,0,0,1,1,1
12,0,6,1,3,4,4,25,150,8,25,42,93.0,37.786128999999995,-122.43736000000001,3223.0,27,0,0,1,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,3,4,18,150,1,0,10,100.0,37.786128999999995,-122.43736000000001,3223.0,26,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,5,2,3,4,4,25,200,1,0,35,99.0,37.786128999999995,-122.43736000000001,3223.0,31,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,6,2,3,4,4,18,150,1,0,9,100.0,37.786128999999995,-122.43736000000001,3223.0,39,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,5,2,3,3,4,25,140,4,25,142,88.0,37.786128999999995,-122.43736000000001,3223.0,25,0,0,0,1,1,0,1,0,0,0,1,1,1,1
6,0,5,2,3,3,4,25,150,2,75,53,99.0,37.786128999999995,-122.43736000000001,3223.0,49,0,0,0,0,1,0,1,0,0,0,1,1,0,1
12,0,6,2,3,3,4,25,150,5,50,156,95.0,37.786128999999995,-122.43736000000001,3223.0,28,0,0,0,1,1,1,1,1,0,0,0,1,0,1
12,0,5,2,3,3,4,18,150,4,0,108,96.0,37.786128999999995,-122.43736000000001,3223.0,53,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,6,1,3,4,4,25,240,3,75,85,97.0,37.786128999999995,-122.43736000000001,3223.0,25,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,3,3,3,4,25,500,6,0,20,96.0,37.786128999999995,-122.43736000000001,3223.0,44,0,0,0,1,1,1,1,1,0,0,0,1,1,1
17,0,6,2,3,3,4,25,175,6,100,13,100.0,37.786128999999995,-122.43736000000001,3223.0,30,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,5,1,3,3,4,25,140,5,25,8,98.0,37.786128999999995,-122.43736000000001,3223.0,34,1,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,5,2,3,3,4,18,125,1,0,3,100.0,37.786128999999995,-122.43736000000001,3223.0,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,8,2,3,3,4,18,0,8,150,15,97.0,37.786128999999995,-122.43736000000001,3223.0,23,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,5,1,3,3,4,18,150,1,0,25,97.0,37.786128999999995,-122.43736000000001,3223.0,14,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,5,3,3,3,4,25,500,4,100,2,100.0,37.786128999999995,-122.43736000000001,3223.0,18,0,0,0,1,1,1,1,0,0,0,0,1,0,1
17,0,6,2,3,4,4,25,150,4,50,34,95.0,37.786128999999995,-122.43736000000001,3223.0,46,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,25,130,4,50,129,96.0,37.786128999999995,-122.43736000000001,3223.0,29,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,18,150,1,0,6,100.0,37.786128999999995,-122.43736000000001,3223.0,24,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,6,2,3,4,4,18,300,1,0,4,100.0,37.786128999999995,-122.43736000000001,3223.0,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,18,500,1,25,21,93.0,37.786128999999995,-122.43736000000001,3223.0,32,0,0,0,1,1,0,1,1,0,0,1,0,1,1
12,0,6,2,3,4,4,25,150,6,250,9,100.0,37.786128999999995,-122.43736000000001,3223.0,35,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,4,5,4,25,200,4,15,4,95.0,37.786128999999995,-122.43736000000001,4463.0,38,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,8,3,4,5,4,18,250,1,0,80,98.0,37.786128999999995,-122.43736000000001,4463.0,43,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,8,2,4,7,4,18,150,1,0,14,98.0,37.786128999999995,-122.43736000000001,4463.0,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,25,104,1,0,32,85.0,37.786128999999995,-122.43736000000001,2805.0,18,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,2,25,95,1,35,116,94.0,37.786128999999995,-122.43736000000001,2805.0,28,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,4,1,0,2,4,25,0,2,0,33,90.0,37.786128999999995,-122.43736000000001,2805.0,22,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,25,0,2,0,10,96.0,37.786128999999995,-122.43736000000001,2805.0,16,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,1,1,0,1,4,18,75,1,20,1,80.0,37.786128999999995,-122.43736000000001,2805.0,19,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,25,50,1,0,6,100.0,37.786128999999995,-122.43736000000001,2805.0,25,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,2,1,0,1,4,18,150,1,0,12,93.0,37.786128999999995,-122.43736000000001,2805.0,33,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,2,4,25,0,1,0,43,92.0,37.786128999999995,-122.43736000000001,2805.0,19,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,0,2,1,0,0,4,25,50,1,0,55,98.0,37.786128999999995,-122.43736000000001,2805.0,22,0,0,0,0,1,1,1,0,0,0,0,1,0,1
1,0,3,1,0,1,4,18,125,2,0,22,97.0,37.786128999999995,-122.43736000000001,2805.0,41,0,0,0,1,1,0,1,0,0,0,1,1,1,1
8,0,2,1,0,1,4,25,160,2,40,22,97.0,37.786128999999995,-122.43736000000001,2805.0,20,0,0,0,0,1,0,0,0,0,0,1,1,0,1
12,0,2,1,0,1,4,18,100,1,0,1,80.0,37.786128999999995,-122.43736000000001,2805.0,18,0,0,0,0,1,1,1,0,0,0,0,0,0,1
6,0,6,2,0,2,4,25,145,1,0,6,100.0,37.786128999999995,-122.43736000000001,2805.0,27,0,0,0,1,0,0,1,0,0,0,1,1,1,1
9,0,2,1,0,1,4,25,0,1,10,1,100.0,37.786128999999995,-122.43736000000001,2805.0,16,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,1,1,0,1,4,18,70,2,100,1,100.0,37.786128999999995,-122.43736000000001,2805.0,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1
6,0,2,1,0,1,4,18,85,1,0,8,100.0,37.786128999999995,-122.43736000000001,2805.0,34,1,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,3,1,0,1,4,19,50,2,30,313,95.0,37.766529,-122.39577,3275.0,42,0,0,0,0,1,1,1,1,0,0,0,1,0,1
1,0,2,1,0,1,4,23,200,1,35,218,98.0,37.766529,-122.39577,3275.0,39,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,3,1,0,2,4,19,200,2,300,160,96.0,37.766529,-122.39577,3275.0,35,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,2,1,0,0,4,23,125,2,0,32,99.0,37.766529,-122.39577,3275.0,39,0,0,0,1,1,1,1,1,0,0,0,1,1,1
8,0,2,1,0,0,4,19,59,2,0,413,94.0,37.766529,-122.39577,3275.0,34,0,0,1,1,1,1,1,1,0,0,1,1,1,1
6,0,2,1,0,1,4,23,225,1,0,1,60.0,37.766529,-122.39577,3275.0,32,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,2,2,1,0,1,4,19,70,1,0,96,94.0,37.766529,-122.39577,3275.0,7,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,4,1,0,2,4,19,75,2,20,160,94.0,37.766529,-122.39577,3275.0,40,0,0,0,0,1,1,1,1,0,0,1,1,0,1
8,0,3,1,0,1,4,19,0,2,20,72,97.0,37.766529,-122.39577,3275.0,14,0,0,1,0,1,1,0,0,0,0,0,1,0,1
1,2,2,1,0,1,4,19,100,1,20,121,95.0,37.766529,-122.39577,3275.0,36,0,0,0,0,1,0,0,1,0,0,1,1,0,1
6,0,2,1,0,1,4,23,100,1,0,5,100.0,37.766529,-122.39577,3275.0,29,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,3,1,0,1,4,19,150,1,0,58,99.0,37.766529,-122.39577,3275.0,34,0,0,1,1,1,1,1,0,0,0,1,1,1,1
1,0,1,1,0,1,4,19,150,1,50,3,80.0,37.766529,-122.39577,3275.0,25,0,0,0,0,1,0,1,1,0,0,1,1,0,1
6,0,4,1,0,2,4,23,150,1,0,10,100.0,37.766529,-122.39577,3275.0,29,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,2,1,0,1,4,23,125,1,0,1,80.0,37.766529,-122.39577,3275.0,28,0,0,0,1,1,0,1,1,0,0,1,1,1,1
8,0,2,1,0,2,4,19,80,1,0,65,100.0,37.766529,-122.39577,3275.0,30,0,0,0,1,1,0,0,1,0,0,1,1,1,1
1,0,2,1,0,1,4,23,150,1,0,1,100.0,37.766529,-122.39577,3275.0,27,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,23,125,1,0,1,100.0,37.766529,-122.39577,3275.0,31,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,23,125,1,0,1,100.0,37.766529,-122.39577,3275.0,30,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,23,150,1,0,1,100.0,37.766529,-122.39577,3275.0,27,0,0,0,1,1,0,1,1,0,0,1,1,1,1
6,0,5,1,3,3,4,19,100,4,25,23,98.0,37.766529,-122.39577,3775.0,33,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,5,2,3,3,4,19,110,5,25,23,89.0,37.766529,-122.39577,3775.0,38,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,8,3,3,3,4,19,250,6,25,30,97.0,37.766529,-122.39577,3775.0,59,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,0,4,19,150,6,50,75,97.0,37.766529,-122.39577,3775.0,23,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,5,2,3,4,4,19,125,1,0,20,97.0,37.766529,-122.39577,3775.0,25,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,6,2,3,3,4,19,150,4,100,16,100.0,37.766529,-122.39577,3775.0,30,0,0,1,1,1,0,1,0,0,0,0,1,1,1
1,0,4,2,3,3,4,19,175,1,0,6,100.0,37.766529,-122.39577,3775.0,24,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,3,1,3,3,4,19,150,3,10,2,90.0,37.766529,-122.39577,3775.0,23,0,0,0,1,1,1,1,0,0,0,0,0,1,1
13,0,6,2,3,4,4,19,250,3,50,56,96.0,37.766529,-122.39577,3775.0,49,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,4,4,19,243,1,0,26,99.0,37.766529,-122.39577,3775.0,62,1,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,19,150,6,100,81,99.0,37.766529,-122.39577,3775.0,36,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,8,1,3,4,4,19,150,5,0,41,100.0,37.766529,-122.39577,3775.0,26,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,3,4,19,470,1,0,2,100.0,37.766529,-122.39577,3775.0,35,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,10,3,3,5,4,19,175,6,25,28,94.0,37.766529,-122.39577,3775.0,48,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,5,1,3,3,4,19,420,1,0,2,100.0,37.766529,-122.39577,3775.0,27,0,0,0,0,0,1,1,1,0,0,1,1,0,1
1,0,10,2,3,3,4,19,0,6,0,6,100.0,37.766529,-122.39577,3775.0,48,0,0,0,1,1,0,1,1,0,0,1,1,1,1
17,0,6,3,3,3,4,19,250,1,0,4,100.0,37.766529,-122.39577,3775.0,21,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,2,6,1,3,3,4,19,150,6,300,24,100.0,37.766529,-122.39577,3775.0,21,0,0,0,1,1,0,1,0,0,0,1,1,1,1
6,0,4,3,3,3,4,19,155,4,33,6,97.0,37.766529,-122.39577,3775.0,41,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,6,2,3,5,4,23,120,2,22,53,93.0,37.766529,-122.39577,3775.0,27,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,0,6,2,3,4,4,12,200,6,25,17,100.0,37.766529,-122.39577,3775.0,38,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,19,100,6,100,38,96.0,37.766529,-122.39577,3775.0,49,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,5,2,3,3,4,19,135,3,50,2,100.0,37.766529,-122.39577,3775.0,42,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,8,1,3,4,4,19,250,4,50,16,99.0,37.766529,-122.39577,3775.0,21,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,4,2,3,2,4,19,299,2,50,1,100.0,37.766529,-122.39577,3775.0,28,0,0,0,1,1,1,1,1,0,0,0,0,1,1
6,0,6,2,4,4,4,19,199,1,0,41,98.0,37.766529,-122.39577,4995.0,37,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,8,2,4,4,4,19,250,1,0,33,98.0,37.766529,-122.39577,4995.0,55,0,0,1,1,1,0,1,1,0,0,1,1,1,1
12,0,8,3,4,4,4,19,125,1,0,1,100.0,37.766529,-122.39577,4995.0,23,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,7,2,4,4,4,19,180,1,0,41,100.0,37.766529,-122.39577,4995.0,36,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,6,3,4,4,4,19,300,1,0,1,100.0,37.766529,-122.39577,4995.0,47,1,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,7,3,4,4,4,19,300,1,0,1,100.0,37.766529,-122.39577,4995.0,47,1,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,4,4,16,205,4,50,13,96.0,37.778729,-122.49265,2600.0,36,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,4,2,3,3,4,22,255,4,50,7,93.0,37.778729,-122.49265,2600.0,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,9,200,6,100,18,94.0,37.778729,-122.49265,2600.0,15,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,6,2,3,3,4,16,250,1,0,11,98.0,37.778729,-122.49265,2600.0,23,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,8,2,3,5,4,16,175,1,0,7,100.0,37.778729,-122.49265,2600.0,27,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,4,4,16,115,5,25,32,95.0,37.778729,-122.49265,2600.0,26,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,6,1,3,7,4,16,300,3,15,5,92.0,37.778729,-122.49265,2600.0,22,0,0,0,1,0,0,1,0,0,0,1,1,1,1
1,0,7,2,3,6,4,22,150,1,0,73,99.0,37.778729,-122.49265,2600.0,52,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,7,2,3,4,4,16,250,7,25,22,81.0,37.778729,-122.49265,2600.0,40,1,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,8,2,3,4,4,16,180,1,0,11,98.0,37.778729,-122.49265,2600.0,40,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,3,4,4,9,175,6,50,8,97.0,37.778729,-122.49265,2600.0,38,0,1,0,1,1,0,1,1,0,0,1,1,1,1
1,0,5,1,3,4,4,9,150,5,100,18,100.0,37.778729,-122.49265,2600.0,29,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,8,2,3,4,4,16,150,6,50,49,95.0,37.778729,-122.49265,2600.0,36,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,3,4,4,16,100,1,0,31,98.0,37.778729,-122.49265,2600.0,63,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,7,2,3,5,4,22,150,3,20,51,92.0,37.778729,-122.49265,2600.0,40,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,7,2,3,4,4,16,120,7,25,19,99.0,37.778729,-122.49265,2600.0,47,0,0,1,1,1,0,1,1,0,0,0,1,1,1
12,0,3,2,3,3,4,16,100,4,25,52,91.0,37.778729,-122.49265,2600.0,24,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,0,6,2,3,4,4,9,140,1,0,3,93.0,37.778729,-122.49265,2600.0,24,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,6,2,3,3,4,16,175,4,50,6,96.0,37.778729,-122.49265,2600.0,32,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,5,2,3,3,4,16,270,5,5,10,98.0,37.778729,-122.49265,2600.0,23,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,7,1,3,3,4,16,0,2,0,57,98.0,37.778729,-122.49265,2600.0,42,0,0,0,1,1,0,1,1,0,0,1,1,1,1
